reason,bot_version,ai_threshold,decision,features_ema9,edge_trigger_reason,exchange,features_delta,data_symbol,ts,effective_threshold,early_fail_enabled,features_price,skip_stage,edge_threshold,trade_id,ai_error,fee_profile,research_model,ai_decision_text,research_lane,ai_win_prob,experiment_tag,analyzer_sync_id,controls_edge,ai_source,ai_error_detail,edge_score,final_direction,invert_signal
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61470.867229,PERIODIC_RESEARCH_AI,bitfinex,0.457509,tBTCF0:USTF0,2026-06-25T11:44:34.814178+00:00,3.0,True,61359.0,AI,3.0,c65c-b9577e4cf46b,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61470.867229,PERIODIC_RESEARCH_AI,bitfinex,0.457509,tBTCF0:USTF0,2026-06-25T11:44:40.957464+00:00,3.0,True,61359.0,COMPLETE,3.0,c65c-b9577e4cf46b,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.0,SHORT,False
AI_COOLDOWN_158s,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-25T11:44:41.055045+00:00,3.0,True,,PRE_PIPELINE,3.0,2c1ec5d5-9c9f-4036-9e69-ab894d24526d,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,,,,3.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61436.653783,PERIODIC_RESEARCH_AI,bitfinex,0.366555,tBTCF0:USTF0,2026-06-25T11:47:40.480343+00:00,3.0,True,61294.0,AI,3.0,cont-a7b8ca2a4a4e,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61436.653783,PERIODIC_RESEARCH_AI,bitfinex,0.366555,tBTCF0:USTF0,2026-06-25T11:47:42.678234+00:00,3.0,True,61294.0,COMPLETE,3.0,cont-a7b8ca2a4a4e,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61436.653783,PERIODIC_RESEARCH_AI,bitfinex,0.366555,tBTCF0:USTF0,2026-06-25T11:47:42.735382+00:00,3.0,True,61294.0,AI,3.0,scan-5b229a883178,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61410.853783,PERIODIC_RESEARCH_AI,bitfinex,-0.618966,tBTCF0:USTF0,2026-06-25T11:50:58.848479+00:00,3.0,True,61261.0,AI,3.0,cont-a52f18456f8d,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.1,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61410.853783,PERIODIC_RESEARCH_AI,bitfinex,-0.618966,tBTCF0:USTF0,2026-06-25T11:51:02.929544+00:00,3.0,True,61261.0,COMPLETE,3.0,cont-a52f18456f8d,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.1,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61410.853783,PERIODIC_RESEARCH_AI,bitfinex,-0.618966,tBTCF0:USTF0,2026-06-25T11:51:04.393164+00:00,3.0,True,61261.0,AI,3.0,scan-e747e07be809,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.1,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61422.853783,PERIODIC_RESEARCH_AI,bitfinex,7.780953,tBTCF0:USTF0,2026-06-25T11:54:06.243485+00:00,3.0,True,61201.0,AI,3.0,cont-5372f23ebe7c,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61422.853783,PERIODIC_RESEARCH_AI,bitfinex,7.780953,tBTCF0:USTF0,2026-06-25T11:54:10.362195+00:00,3.0,True,61201.0,COMPLETE,3.0,cont-5372f23ebe7c,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61422.853783,PERIODIC_RESEARCH_AI,bitfinex,7.780953,tBTCF0:USTF0,2026-06-25T11:54:10.491189+00:00,3.0,True,61201.0,AI,3.0,scan-e681e0117e0d,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61422.853783,PERIODIC_RESEARCH_AI,bitfinex,7.780953,tBTCF0:USTF0,2026-06-25T11:54:11.472636+00:00,3.0,True,61201.0,AI,3.0,c65c-4bf13797f457,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61422.853783,PERIODIC_RESEARCH_AI,bitfinex,7.780953,tBTCF0:USTF0,2026-06-25T11:54:13.201139+00:00,3.0,True,61201.0,COMPLETE,3.0,c65c-4bf13797f457,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.0,SHORT,False
AI_COOLDOWN_163s,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-25T11:54:14.412994+00:00,3.0,True,,PRE_PIPELINE,3.0,fca820c9-b63e-415f-9eb5-01445f4a1234,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,,,,4.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61425.253783,PERIODIC_RESEARCH_AI,bitfinex,9.779687,tBTCF0:USTF0,2026-06-25T11:58:15.192439+00:00,3.0,True,61297.0,AI,3.0,cont-75fb19858e39,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61425.253783,PERIODIC_RESEARCH_AI,bitfinex,9.779687,tBTCF0:USTF0,2026-06-25T11:58:16.676167+00:00,3.0,True,61297.0,COMPLETE,3.0,cont-75fb19858e39,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61425.253783,PERIODIC_RESEARCH_AI,bitfinex,9.779687,tBTCF0:USTF0,2026-06-25T11:58:17.210360+00:00,3.0,True,61297.0,AI,3.0,scan-547dc07442b8,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
AI_COOLDOWN_169s,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-25T11:58:17.564415+00:00,3.0,True,,PRE_PIPELINE,3.0,88e3bb97-1206-4497-a958-1ef42dfeb587,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,,,,3.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61413.123026,PERIODIC_RESEARCH_AI,bitfinex,9.873852,tBTCF0:USTF0,2026-06-25T12:01:40.604458+00:00,3.0,True,61266.0,AI,3.0,cont-d7eadb6941c5,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61413.123026,PERIODIC_RESEARCH_AI,bitfinex,9.873852,tBTCF0:USTF0,2026-06-25T12:01:44.280567+00:00,3.0,True,61266.0,COMPLETE,3.0,cont-d7eadb6941c5,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61413.123026,PERIODIC_RESEARCH_AI,bitfinex,9.873852,tBTCF0:USTF0,2026-06-25T12:01:44.393272+00:00,3.0,True,61266.0,AI,3.0,scan-507b360d241a,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
AI_COOLDOWN_166s,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-25T12:01:44.563071+00:00,3.0,True,,PRE_PIPELINE,3.0,7db10013-4217-4bd6-b1b3-9aa3b9691489,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,,,,4.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61402.723026,PERIODIC_RESEARCH_AI,bitfinex,9.873527,tBTCF0:USTF0,2026-06-25T12:04:57.451880+00:00,3.0,True,61276.0,AI,3.0,cont-d60817aaaa77,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61402.723026,PERIODIC_RESEARCH_AI,bitfinex,9.873527,tBTCF0:USTF0,2026-06-25T12:05:04.463372+00:00,3.0,True,61276.0,COMPLETE,3.0,cont-d60817aaaa77,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61402.723026,PERIODIC_RESEARCH_AI,bitfinex,9.873527,tBTCF0:USTF0,2026-06-25T12:05:05.007709+00:00,3.0,True,61276.0,AI,3.0,scan-b0f1cffb0692,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61402.723026,PERIODIC_RESEARCH_AI,bitfinex,9.873527,tBTCF0:USTF0,2026-06-25T12:05:06.594553+00:00,3.0,True,61276.0,AI,3.0,c65c-ec72761d7d2d,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61402.723026,PERIODIC_RESEARCH_AI,bitfinex,9.873527,tBTCF0:USTF0,2026-06-25T12:05:09.213144+00:00,3.0,True,61276.0,COMPLETE,3.0,c65c-ec72761d7d2d,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.0,SHORT,False
AI_COOLDOWN_153s,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-25T12:05:11.611397+00:00,3.0,True,,PRE_PIPELINE,3.0,79d8b83e-4953-44cc-897e-37069d4750c5,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,,,,4.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61401.523026,PERIODIC_RESEARCH_AI,bitfinex,4.07186,tBTCF0:USTF0,2026-06-25T12:08:11.540071+00:00,3.0,True,61255.0,AI,3.0,cont-e95f5d22ea22,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61401.523026,PERIODIC_RESEARCH_AI,bitfinex,4.07186,tBTCF0:USTF0,2026-06-25T12:08:15.285641+00:00,3.0,True,61255.0,COMPLETE,3.0,cont-e95f5d22ea22,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61401.523026,PERIODIC_RESEARCH_AI,bitfinex,4.07186,tBTCF0:USTF0,2026-06-25T12:08:15.404567+00:00,3.0,True,61255.0,AI,3.0,scan-c301c41bbf7b,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61401.523026,PERIODIC_RESEARCH_AI,bitfinex,4.07186,tBTCF0:USTF0,2026-06-25T12:08:15.656317+00:00,3.0,True,61255.0,AI,3.0,c65c-533caf759378,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61401.523026,PERIODIC_RESEARCH_AI,bitfinex,4.07186,tBTCF0:USTF0,2026-06-25T12:08:18.883721+00:00,3.0,True,61255.0,COMPLETE,3.0,c65c-533caf759378,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.0,SHORT,False
AI_COOLDOWN_158s,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-25T12:08:22.070355+00:00,3.0,True,,PRE_PIPELINE,3.0,a1386d8e-c7c0-440c-a345-ba763af364ae,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,,,,3.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61400.523026,PERIODIC_RESEARCH_AI,bitfinex,5.04365,tBTCF0:USTF0,2026-06-25T12:11:19.932845+00:00,3.0,True,61274.0,AI,3.0,cont-4a6881a44ea3,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.2,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61400.523026,PERIODIC_RESEARCH_AI,bitfinex,5.04365,tBTCF0:USTF0,2026-06-25T12:11:23.600035+00:00,3.0,True,61274.0,COMPLETE,3.0,cont-4a6881a44ea3,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.2,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61400.523026,PERIODIC_RESEARCH_AI,bitfinex,5.04365,tBTCF0:USTF0,2026-06-25T12:11:23.699714+00:00,3.0,True,61274.0,AI,3.0,scan-0219365b183a,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.2,,False
AI_COOLDOWN_169s,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-25T12:11:23.840436+00:00,3.0,True,,PRE_PIPELINE,3.0,91df8919-2f74-4fe8-977e-e8d441d913f2,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,,,,3.2,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61382.123026,PERIODIC_RESEARCH_AI,bitfinex,4.919468,tBTCF0:USTF0,2026-06-25T12:14:32.082222+00:00,3.0,True,61234.0,AI,3.0,cont-1b30b3a6e290,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61382.123026,PERIODIC_RESEARCH_AI,bitfinex,4.919468,tBTCF0:USTF0,2026-06-25T12:14:33.273274+00:00,3.0,True,61234.0,COMPLETE,3.0,cont-1b30b3a6e290,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61382.123026,PERIODIC_RESEARCH_AI,bitfinex,4.919468,tBTCF0:USTF0,2026-06-25T12:14:33.487360+00:00,3.0,True,61234.0,AI,3.0,scan-a3a8996c2b6f,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61369.898421,PERIODIC_RESEARCH_AI,bitfinex,4.961706,tBTCF0:USTF0,2026-06-25T12:17:33.487605+00:00,3.0,True,61243.0,AI,3.0,cont-b48fdc1b4ba5,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61369.898421,PERIODIC_RESEARCH_AI,bitfinex,4.961706,tBTCF0:USTF0,2026-06-25T12:17:38.112775+00:00,3.0,True,61243.0,COMPLETE,3.0,cont-b48fdc1b4ba5,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,4.920153,tBTCF0:USTF0,2026-06-25T12:17:38.782825+00:00,3.0,True,,AI,3.0,scan-2bae6e15ae1b,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,4.688028,tBTCF0:USTF0,2026-06-25T12:21:29.389772+00:00,3.0,True,,AI,3.0,cont-29ad5457dec0,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.4,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,,PERIODIC_RESEARCH_AI,bitfinex,4.688028,tBTCF0:USTF0,2026-06-25T12:21:31.128550+00:00,3.0,True,,COMPLETE,3.0,cont-29ad5457dec0,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.4,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,4.688028,tBTCF0:USTF0,2026-06-25T12:21:31.254559+00:00,3.0,True,,AI,3.0,scan-3a2dbde81b7a,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.4,,False
AI_COOLDOWN_155s,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-25T12:21:32.351629+00:00,3.0,True,,PRE_PIPELINE,3.0,e668dc5f-d43b-4bf1-b592-2934ad893baf,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,,,,3.4,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61359.098421,PERIODIC_RESEARCH_AI,bitfinex,4.679642,tBTCF0:USTF0,2026-06-25T12:24:29.448508+00:00,3.0,True,61255.0,AI,3.0,cont-c0bfeaa1755f,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61359.098421,PERIODIC_RESEARCH_AI,bitfinex,4.679642,tBTCF0:USTF0,2026-06-25T12:24:32.479593+00:00,3.0,True,61255.0,COMPLETE,3.0,cont-c0bfeaa1755f,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61359.098421,PERIODIC_RESEARCH_AI,bitfinex,4.679642,tBTCF0:USTF0,2026-06-25T12:24:33.381517+00:00,3.0,True,61255.0,AI,3.0,scan-d112571c0d50,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61359.098421,PERIODIC_RESEARCH_AI,bitfinex,4.679642,tBTCF0:USTF0,2026-06-25T12:24:34.646096+00:00,3.0,True,61255.0,AI,3.0,c65c-6565add5f57b,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,3.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61359.098421,PERIODIC_RESEARCH_AI,bitfinex,4.679642,tBTCF0:USTF0,2026-06-25T12:24:36.745984+00:00,3.0,True,61255.0,COMPLETE,3.0,c65c-6565add5f57b,False,BITFINEX_ZERO,AI65+ · Spread5+ · Chase 3+,APPROVE,COMBO_65_SP5_CHASE_3PLUS,68,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,3.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61361.898421,PERIODIC_RESEARCH_AI,bitfinex,4.657277,tBTCF0:USTF0,2026-06-25T12:27:29.897857+00:00,3.0,True,61156.0,AI,3.0,cont-d21a9d94d804,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61361.898421,PERIODIC_RESEARCH_AI,bitfinex,4.657277,tBTCF0:USTF0,2026-06-25T12:27:35.121110+00:00,3.0,True,61156.0,COMPLETE,3.0,cont-d21a9d94d804,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.0,SHORT,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,4.757238,tBTCF0:USTF0,2026-06-25T12:27:37.669351+00:00,3.0,True,,AI,3.0,scan-0dfa7cc3a602,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.0,,False
APPROVE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,AI,61349.758737,PERIODIC_RESEARCH_AI,bitfinex,10.63658,tBTCF0:USTF0,2026-06-25T12:30:59.966242+00:00,3.0,True,61538.0,AI,3.0,cont-6b94ce7d4e64,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,,,4.2,,False
COMPLETE,v10.7-fresh-scope-relay-audit-2026-06-25,44.0,COMPLETE,61349.758737,PERIODIC_RESEARCH_AI,bitfinex,10.63658,tBTCF0:USTF0,2026-06-25T12:31:02.816771+00:00,3.0,True,61538.0,COMPLETE,3.0,cont-6b94ce7d4e64,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.7-fresh-scope-relay-audit-2026-06-25,3.0,SPAWN,,4.2,SHORT,False
