reason,bot_version,ai_threshold,decision,features_ema9,edge_trigger_reason,exchange,features_delta,data_symbol,ts,effective_threshold,early_fail_enabled,features_price,skip_stage,edge_threshold,trade_id,ai_error,fee_profile,research_model,ai_decision_text,research_lane,ai_win_prob,experiment_tag,analyzer_sync_id,controls_edge,ai_source,ai_error_detail,edge_score,final_direction,invert_signal
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62751.163142,,bitfinex,1.19041,tBTCF0:USTF0,2026-06-24T12:30:26.690459+00:00,3.0,True,62880.0,AI,3.0,cont-6a5fc8176223,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.1,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62751.163142,,bitfinex,1.19041,tBTCF0:USTF0,2026-06-24T12:30:28.390264+00:00,3.0,True,62880.0,POST_AI,3.0,cont-6a5fc8176223,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.1,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62751.163142,,bitfinex,1.19041,tBTCF0:USTF0,2026-06-24T12:30:29.564662+00:00,3.0,True,62880.0,COMPLETE,3.0,cont-6a5fc8176223,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.1,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,,,bitfinex,1.184917,tBTCF0:USTF0,2026-06-24T12:30:30.495055+00:00,3.0,True,,AI,3.0,scan-45c386c97f45,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.1,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62751.163142,,bitfinex,1.187995,tBTCF0:USTF0,2026-06-24T12:30:33.104224+00:00,3.0,True,62885.0,AI,3.0,c604c-2895c4be0a6a,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.1,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62751.163142,,bitfinex,1.187995,tBTCF0:USTF0,2026-06-24T12:30:33.684685+00:00,3.0,True,62885.0,POST_AI,3.0,c604c-2895c4be0a6a,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.1,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62751.163142,,bitfinex,1.187995,tBTCF0:USTF0,2026-06-24T12:30:34.212728+00:00,3.0,True,62885.0,COMPLETE,3.0,c604c-2895c4be0a6a,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.1,SHORT,False
AI_COOLDOWN_159s,v10.6-melbourne-unified-2026-06-24,44.0,NO_SIGNAL,,,bitfinex,,tBTCF0:USTF0,2026-06-24T12:30:35.147954+00:00,3.0,True,,PRE_PIPELINE,3.0,e2884a7d-222a-47a4-b113-9aeb5bd24417,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,,,,1.1,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62766.810514,PERIODIC_RESEARCH_AI,bitfinex,1.163332,tBTCF0:USTF0,2026-06-24T12:33:39.325539+00:00,3.0,True,62856.0,AI,3.0,cont-0eee64932e9d,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62766.810514,PERIODIC_RESEARCH_AI,bitfinex,1.163332,tBTCF0:USTF0,2026-06-24T12:33:42.928257+00:00,3.0,True,62856.0,POST_AI,3.0,cont-0eee64932e9d,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62766.810514,PERIODIC_RESEARCH_AI,bitfinex,1.163332,tBTCF0:USTF0,2026-06-24T12:33:43.402186+00:00,3.0,True,62856.0,COMPLETE,3.0,cont-0eee64932e9d,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.0,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,1.164617,tBTCF0:USTF0,2026-06-24T12:33:43.918669+00:00,3.0,True,,AI,3.0,scan-399ceaf42ce7,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,1.163817,tBTCF0:USTF0,2026-06-24T12:33:46.541589+00:00,3.0,True,,AI,3.0,c604c-d340e5bd4ea4,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,1.163817,tBTCF0:USTF0,2026-06-24T12:33:48.925433+00:00,3.0,True,,POST_AI,3.0,c604c-d340e5bd4ea4,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,,PERIODIC_RESEARCH_AI,bitfinex,1.163817,tBTCF0:USTF0,2026-06-24T12:33:51.471488+00:00,3.0,True,,COMPLETE,3.0,c604c-d340e5bd4ea4,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.0,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62786.010514,AI_COOLDOWN_179s,bitfinex,-0.32066,tBTCF0:USTF0,2026-06-24T12:40:27.561014+00:00,3.0,True,62921.0,AI,3.0,cont-8ab1dd2cc956,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62786.010514,AI_COOLDOWN_179s,bitfinex,-0.32066,tBTCF0:USTF0,2026-06-24T12:40:31.322226+00:00,3.0,True,62921.0,POST_AI,3.0,cont-8ab1dd2cc956,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62786.010514,AI_COOLDOWN_179s,bitfinex,-0.32066,tBTCF0:USTF0,2026-06-24T12:40:32.316810+00:00,3.0,True,62921.0,COMPLETE,3.0,cont-8ab1dd2cc956,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.0,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62786.010514,AI_COOLDOWN_179s,bitfinex,-0.32066,tBTCF0:USTF0,2026-06-24T12:40:34.351571+00:00,3.0,True,62921.0,AI,3.0,scan-95cbf63fd629,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62786.010514,AI_COOLDOWN_179s,bitfinex,-0.32066,tBTCF0:USTF0,2026-06-24T12:40:35.132486+00:00,3.0,True,62921.0,AI,3.0,c604c-3d0eddf84022,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62786.010514,AI_COOLDOWN_179s,bitfinex,-0.32066,tBTCF0:USTF0,2026-06-24T12:40:37.191871+00:00,3.0,True,62921.0,POST_AI,3.0,c604c-3d0eddf84022,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62786.010514,AI_COOLDOWN_179s,bitfinex,-0.32066,tBTCF0:USTF0,2026-06-24T12:40:38.333326+00:00,3.0,True,62921.0,COMPLETE,3.0,c604c-3d0eddf84022,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.0,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62778.010514,PERIODIC_RESEARCH_AI,bitfinex,-0.517256,tBTCF0:USTF0,2026-06-24T12:43:56.752760+00:00,3.0,True,62882.0,AI,3.0,cont-3befb997277e,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62778.010514,PERIODIC_RESEARCH_AI,bitfinex,-0.517256,tBTCF0:USTF0,2026-06-24T12:43:59.476728+00:00,3.0,True,62882.0,POST_AI,3.0,cont-3befb997277e,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62778.010514,PERIODIC_RESEARCH_AI,bitfinex,-0.517256,tBTCF0:USTF0,2026-06-24T12:44:01.489358+00:00,3.0,True,62882.0,COMPLETE,3.0,cont-3befb997277e,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.0,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62778.010514,PERIODIC_RESEARCH_AI,bitfinex,-0.517256,tBTCF0:USTF0,2026-06-24T12:44:01.784253+00:00,3.0,True,62882.0,AI,3.0,scan-694022e315e6,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62778.010514,PERIODIC_RESEARCH_AI,bitfinex,-0.517256,tBTCF0:USTF0,2026-06-24T12:44:03.313035+00:00,3.0,True,62882.0,AI,3.0,c604c-abf576ff64e0,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62778.010514,PERIODIC_RESEARCH_AI,bitfinex,-0.517256,tBTCF0:USTF0,2026-06-24T12:44:05.536324+00:00,3.0,True,62882.0,POST_AI,3.0,c604c-abf576ff64e0,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.0,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62778.010514,PERIODIC_RESEARCH_AI,bitfinex,-0.517256,tBTCF0:USTF0,2026-06-24T12:44:06.336077+00:00,3.0,True,62882.0,COMPLETE,3.0,c604c-abf576ff64e0,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.0,SHORT,False
AI_COOLDOWN_157s,v10.6-melbourne-unified-2026-06-24,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-24T12:44:06.505899+00:00,3.0,True,,PRE_PIPELINE,3.0,513852c2-f754-4ca3-b97b-18ed8b19f1ca,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,,,,1.0,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62794.888411,PERIODIC_RESEARCH_AI,bitfinex,0.053995,tBTCF0:USTF0,2026-06-24T12:47:15.290242+00:00,3.0,True,62836.0,AI,3.0,cont-b752d30ffa85,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,58,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.1,,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62794.888411,PERIODIC_RESEARCH_AI,bitfinex,0.053995,tBTCF0:USTF0,2026-06-24T12:47:15.449776+00:00,3.0,True,62836.0,COMPLETE,3.0,cont-b752d30ffa85,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,58,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,1.1,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62794.888411,PERIODIC_RESEARCH_AI,bitfinex,0.053995,tBTCF0:USTF0,2026-06-24T12:47:15.494758+00:00,3.0,True,62836.0,AI,3.0,scan-0bba600d239e,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,58,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,1.1,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62780.488411,PERIODIC_RESEARCH_AI,bitfinex,-0.053131,tBTCF0:USTF0,2026-06-24T12:50:45.356875+00:00,3.0,True,62713.0,AI,3.0,cont-1d050c5c0611,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.0,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62780.488411,PERIODIC_RESEARCH_AI,bitfinex,-0.053131,tBTCF0:USTF0,2026-06-24T12:50:46.249810+00:00,3.0,True,62713.0,POST_AI,3.0,cont-1d050c5c0611,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.0,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62780.488411,PERIODIC_RESEARCH_AI,bitfinex,-0.053131,tBTCF0:USTF0,2026-06-24T12:50:46.678898+00:00,3.0,True,62713.0,COMPLETE,3.0,cont-1d050c5c0611,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,2.0,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62780.488411,PERIODIC_RESEARCH_AI,bitfinex,-0.053131,tBTCF0:USTF0,2026-06-24T12:50:46.953945+00:00,3.0,True,62713.0,AI,3.0,scan-cae8db45d7c3,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.0,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62780.488411,PERIODIC_RESEARCH_AI,bitfinex,-0.053131,tBTCF0:USTF0,2026-06-24T12:50:47.255240+00:00,3.0,True,62713.0,AI,3.0,c604c-78584b78c808,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.0,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62780.488411,PERIODIC_RESEARCH_AI,bitfinex,-0.053131,tBTCF0:USTF0,2026-06-24T12:50:47.712562+00:00,3.0,True,62713.0,POST_AI,3.0,c604c-78584b78c808,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.0,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62780.488411,PERIODIC_RESEARCH_AI,bitfinex,-0.053131,tBTCF0:USTF0,2026-06-24T12:50:47.946452+00:00,3.0,True,62713.0,COMPLETE,3.0,c604c-78584b78c808,False,BITFINEX_ZERO,AI60-65 · Spread4 · Chase 3+,APPROVE,COMBO_604_SP4_CHASE_3PLUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,2.0,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62774.088411,PERIODIC_RESEARCH_AI,bitfinex,-1.56309,tBTCF0:USTF0,2026-06-24T12:54:06.880697+00:00,3.0,True,62738.0,AI,3.0,cont-96f4384e2696,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.2,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62774.088411,PERIODIC_RESEARCH_AI,bitfinex,-1.56309,tBTCF0:USTF0,2026-06-24T12:54:07.299263+00:00,3.0,True,62738.0,POST_AI,3.0,cont-96f4384e2696,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.2,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62774.088411,PERIODIC_RESEARCH_AI,bitfinex,-1.56309,tBTCF0:USTF0,2026-06-24T12:54:07.454043+00:00,3.0,True,62738.0,COMPLETE,3.0,cont-96f4384e2696,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,2.2,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,-1.515839,tBTCF0:USTF0,2026-06-24T12:54:07.688928+00:00,3.0,True,,AI,3.0,scan-f8674207536b,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.2,,False
AI_COOLDOWN_169s,v10.6-melbourne-unified-2026-06-24,44.0,NO_SIGNAL,,PERIODIC_RESEARCH_AI,bitfinex,,tBTCF0:USTF0,2026-06-24T12:54:08.068940+00:00,3.0,True,,PRE_PIPELINE,3.0,5a7488bd-5887-43e4-835e-9ce193be9ab8,False,BITFINEX_ZERO,Unknown,,,,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,,,,2.2,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62759.088411,PERIODIC_RESEARCH_AI,bitfinex,-1.91493,tBTCF0:USTF0,2026-06-24T12:57:19.654799+00:00,3.0,True,62661.0,AI,3.0,cont-ec268a57f238,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.3,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62759.088411,PERIODIC_RESEARCH_AI,bitfinex,-1.91493,tBTCF0:USTF0,2026-06-24T12:57:19.924985+00:00,3.0,True,62661.0,POST_AI,3.0,cont-ec268a57f238,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.3,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62759.088411,PERIODIC_RESEARCH_AI,bitfinex,-1.91493,tBTCF0:USTF0,2026-06-24T12:57:20.238537+00:00,3.0,True,62661.0,COMPLETE,3.0,cont-ec268a57f238,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,2.3,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62759.088411,PERIODIC_RESEARCH_AI,bitfinex,-1.91493,tBTCF0:USTF0,2026-06-24T12:57:20.438435+00:00,3.0,True,62661.0,AI,3.0,scan-fc04853f9408,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.3,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62752.488411,PERIODIC_RESEARCH_AI,bitfinex,-3.158756,tBTCF0:USTF0,2026-06-24T13:00:28.303322+00:00,3.0,True,62634.0,AI,3.0,cont-3bf0b3d7fd86,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.9,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62752.488411,PERIODIC_RESEARCH_AI,bitfinex,-3.158756,tBTCF0:USTF0,2026-06-24T13:00:28.897817+00:00,3.0,True,62634.0,POST_AI,3.0,cont-3bf0b3d7fd86,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.9,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62752.488411,PERIODIC_RESEARCH_AI,bitfinex,-3.158756,tBTCF0:USTF0,2026-06-24T13:00:29.458544+00:00,3.0,True,62634.0,COMPLETE,3.0,cont-3bf0b3d7fd86,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,2.9,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62752.488411,PERIODIC_RESEARCH_AI,bitfinex,-3.158756,tBTCF0:USTF0,2026-06-24T13:00:29.609634+00:00,3.0,True,62634.0,AI,3.0,scan-bec50a4e878c,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.9,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62714.430729,PERIODIC_RESEARCH_AI,bitfinex,-3.894397,tBTCF0:USTF0,2026-06-24T13:03:41.662009+00:00,3.0,True,62496.0,AI,3.0,cont-4cf6e1bf06fa,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.6,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,62714.430729,PERIODIC_RESEARCH_AI,bitfinex,-3.894397,tBTCF0:USTF0,2026-06-24T13:03:42.018253+00:00,3.0,True,62496.0,POST_AI,3.0,cont-4cf6e1bf06fa,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.6,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,62714.430729,PERIODIC_RESEARCH_AI,bitfinex,-3.894397,tBTCF0:USTF0,2026-06-24T13:03:42.159940+00:00,3.0,True,62496.0,COMPLETE,3.0,cont-4cf6e1bf06fa,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,2.6,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,62714.430729,PERIODIC_RESEARCH_AI,bitfinex,-3.894397,tBTCF0:USTF0,2026-06-24T13:03:42.670173+00:00,3.0,True,62496.0,AI,3.0,scan-83fe26e47478,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.6,,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,-3.568432,tBTCF0:USTF0,2026-06-24T13:06:42.880633+00:00,3.0,True,,AI,3.0,cont-55173121bc11,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.6,,False
BELOW_THRESHOLD,v10.6-melbourne-unified-2026-06-24,44.0,BLOCKED,,PERIODIC_RESEARCH_AI,bitfinex,-3.568432,tBTCF0:USTF0,2026-06-24T13:06:43.087428+00:00,3.0,True,,POST_AI,3.0,cont-55173121bc11,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.6,SHORT,False
COMPLETE,v10.6-melbourne-unified-2026-06-24,44.0,COMPLETE,,PERIODIC_RESEARCH_AI,bitfinex,-3.568432,tBTCF0:USTF0,2026-06-24T13:06:43.168149+00:00,3.0,True,,COMPLETE,3.0,cont-55173121bc11,False,BITFINEX_ZERO,Continuous AI Research,APPROVE,CONTINUOUS,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,SPAWN,,2.6,SHORT,False
APPROVE,v10.6-melbourne-unified-2026-06-24,44.0,AI,,PERIODIC_RESEARCH_AI,bitfinex,-3.716871,tBTCF0:USTF0,2026-06-24T13:06:43.211220+00:00,3.0,True,,AI,3.0,scan-42da7a18a769,False,BITFINEX_ZERO,AI Scan (no orders),APPROVE,AI_SCAN,62,INV_False_EF_True,v10.6-melbourne-unified-2026-06-24,3.0,,,2.6,,False
