pipeline_outcome,orderflow_pts,edge_trigger,reason,bot_version,mtf_1h,edge_trigger_reason,mtf_15m,exchange,outcome,price,momentum_pts,structure_bias,x_shadow,regime,ai_gate_called,data_symbol,ts,effective_threshold,stage,adx,x_effective_threshold,edge_threshold,trade_id,mtf_4h,fee_profile,x_detail,x_edge_threshold_max,analyzer_sync_id,x_lane,x_latency_ms,edge_score,x_win_prob
AI_EVALUATED,,,DEEPSEEK_RESPONSE,v10.6-melbourne-unified-2026-06-24,RANGING,,BULLISH,bitfinex,API_OK,62880.0,,BEARISH_STRUCTURE,,UNKNOWN,False,tBTCF0:USTF0,2026-06-24T12:30:23.282697+00:00,3.0,AI,19.91,,3.0,scan-45c386c97f45,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,8009,1.1,
AI_EVALUATED,,,AI_SCAN_MODEL,v10.6-melbourne-unified-2026-06-24,RANGING,,BULLISH,bitfinex,APPROVE,62880.0,,BEARISH_STRUCTURE,False,UNKNOWN,True,tBTCF0:USTF0,2026-06-24T12:30:23.536167+00:00,3.0,AI,19.91,,3.0,scan-45c386c97f45,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,AI_SCAN,8009,1.1,62
AI_EVALUATED,,,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,,BULLISH,bitfinex,WOULD_BLOCK,62885.0,,BEARISH_STRUCTURE,,UNKNOWN,True,tBTCF0:USTF0,2026-06-24T12:30:27.944062+00:00,3.0,POST_AI,19.91,,3.0,cont-6a5fc8176223,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.1,
AI_EVALUATED,,,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,,BULLISH,bitfinex,WOULD_BLOCK,62885.0,,BEARISH_STRUCTURE,,UNKNOWN,True,tBTCF0:USTF0,2026-06-24T12:30:33.460520+00:00,3.0,POST_AI,19.91,,3.0,c604c-2895c4be0a6a,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.1,
AI_EVALUATED,,,AI_COOLDOWN_159s,v10.6-melbourne-unified-2026-06-24,RANGING,,BULLISH,bitfinex,NO_SIGNAL,62885.0,,BEARISH_STRUCTURE,,UNKNOWN,True,tBTCF0:USTF0,2026-06-24T12:30:35.261530+00:00,3.0,PIPELINE,19.91,,3.0,e2884a7d-222a-47a4-b113-9aeb5bd24417,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.1,
AI_EVALUATED,,False,AI_COOLDOWN_126s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_126s,BULLISH,bitfinex,WAIT,62854.0,0.56,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:31:07.587643+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.5,
AI_EVALUATED,,False,AI_COOLDOWN_94s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_94s,BULLISH,bitfinex,WAIT,62797.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:31:40.540646+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,False,AI_COOLDOWN_56s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_56s,BULLISH,bitfinex,WAIT,62811.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:32:17.964948+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,False,AI_COOLDOWN_23s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_23s,BULLISH,bitfinex,WAIT,62842.0,0.03,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:32:51.088036+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,True,PERIODIC_RESEARCH_AI,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,TRIGGER,62861.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:33:22.778476+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,True,DEEPSEEK_RESPONSE,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,API_OK,62856.0,0.0,BEARISH_STRUCTURE,,BEAR,False,tBTCF0:USTF0,2026-06-24T12:33:36.287007+00:00,3.0,AI,20.67,,3.0,scan-399ceaf42ce7,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,7744,1.0,
AI_EVALUATED,,True,AI_SCAN_MODEL,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,APPROVE,62856.0,0.0,BEARISH_STRUCTURE,False,BEAR,True,tBTCF0:USTF0,2026-06-24T12:33:36.609558+00:00,3.0,AI,20.67,,3.0,scan-399ceaf42ce7,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,AI_SCAN,7744,1.0,62
AI_EVALUATED,,True,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62856.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:33:41.359596+00:00,3.0,POST_AI,20.67,,3.0,cont-0eee64932e9d,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,True,WOULD_BLOCK_GOLDEN_STACK_MOMENTUM_CHOP_1.00,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62859.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:33:42.713437+00:00,3.0,POST_AI,20.67,,3.0,cont-0eee64932e9d,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,True,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62864.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:33:48.019892+00:00,3.0,POST_AI,20.67,,3.0,c604c-d340e5bd4ea4,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,False,AI_COOLDOWN_116s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_116s,BULLISH,bitfinex,WAIT,62853.0,0.14,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:34:32.268163+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,False,AI_COOLDOWN_114s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_114s,BULLISH,bitfinex,WAIT,62853.0,0.14,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:34:33.278432+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.1,
AI_EVALUATED,,False,AI_COOLDOWN_80s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_80s,BULLISH,bitfinex,WAIT,62887.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:35:06.912365+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,0.4,
AI_EVALUATED,,False,AI_COOLDOWN_48s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_48s,BULLISH,bitfinex,WAIT,62825.0,0.38,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:35:38.867094+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.4,
,,True,PERIODIC_RESEARCH_AI,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,TRIGGER,62923.0,0.0,BEARISH_STRUCTURE,,BEAR,False,tBTCF0:USTF0,2026-06-24T12:40:11.849166+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
,,False,AI_COOLDOWN_179s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_179s,BULLISH,bitfinex,WAIT,62923.0,0.0,BEARISH_STRUCTURE,,BEAR,False,tBTCF0:USTF0,2026-06-24T12:40:14.839550+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
,,False,DEEPSEEK_RESPONSE,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_179s,BULLISH,bitfinex,API_OK,62921.0,0.0,BEARISH_STRUCTURE,,BEAR,False,tBTCF0:USTF0,2026-06-24T12:40:24.198607+00:00,3.0,AI,20.67,,3.0,scan-95cbf63fd629,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,9342,1.0,
AI_EVALUATED,,False,AI_SCAN_MODEL,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_179s,BULLISH,bitfinex,APPROVE,62921.0,0.0,BEARISH_STRUCTURE,False,BEAR,True,tBTCF0:USTF0,2026-06-24T12:40:24.610864+00:00,3.0,AI,20.67,,3.0,scan-95cbf63fd629,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,AI_SCAN,9342,1.0,62
AI_EVALUATED,,False,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_179s,BULLISH,bitfinex,WOULD_BLOCK,62921.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:40:29.403391+00:00,3.0,POST_AI,20.67,,3.0,cont-8ab1dd2cc956,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,False,WOULD_BLOCK_WEAK_SETUP_LOW_EDGE_1.0_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_179s,BULLISH,bitfinex,WOULD_BLOCK,62921.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:40:30.944293+00:00,3.0,POST_AI,20.67,,3.0,cont-8ab1dd2cc956,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,False,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_179s,BULLISH,bitfinex,WOULD_BLOCK,62921.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:40:36.390814+00:00,3.0,POST_AI,20.67,,3.0,c604c-3d0eddf84022,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,False,WOULD_BLOCK_WEAK_SETUP_LOW_EDGE_1.0_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_179s,BULLISH,bitfinex,WOULD_BLOCK,62921.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:40:36.936728+00:00,3.0,POST_AI,20.67,,3.0,c604c-3d0eddf84022,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,False,AI_COOLDOWN_125s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_125s,BULLISH,bitfinex,WAIT,62891.0,0.92,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:41:09.399909+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.9,
AI_EVALUATED,,False,AI_COOLDOWN_124s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_124s,BULLISH,bitfinex,WAIT,62891.0,0.92,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:41:10.193701+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.9,
AI_EVALUATED,,False,AI_COOLDOWN_88s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_88s,BULLISH,bitfinex,WAIT,62884.0,0.25,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:41:46.172579+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.2,
AI_EVALUATED,,False,AI_COOLDOWN_57s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_57s,BULLISH,bitfinex,WAIT,62860.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:42:17.173548+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,False,AI_COOLDOWN_1s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_1s,BULLISH,bitfinex,WAIT,62885.0,0.19,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:43:13.106835+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.2,
AI_EVALUATED,,True,PERIODIC_RESEARCH_AI,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,TRIGGER,62882.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:43:43.754120+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.2,
AI_EVALUATED,,True,DEEPSEEK_RESPONSE,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,API_OK,62882.0,0.0,BEARISH_STRUCTURE,,BEAR,False,tBTCF0:USTF0,2026-06-24T12:43:52.333423+00:00,3.0,AI,20.67,,3.0,scan-694022e315e6,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,8076,1.0,
AI_EVALUATED,,True,AI_SCAN_MODEL,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,APPROVE,62882.0,0.0,BEARISH_STRUCTURE,False,BEAR,True,tBTCF0:USTF0,2026-06-24T12:43:52.467360+00:00,3.0,AI,20.67,,3.0,scan-694022e315e6,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,AI_SCAN,8076,1.0,62
AI_EVALUATED,,True,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62882.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:43:58.507667+00:00,3.0,POST_AI,20.67,,3.0,cont-3befb997277e,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,True,WOULD_BLOCK_WEAK_SETUP_LOW_EDGE_1.0_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62882.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:43:59.069658+00:00,3.0,POST_AI,20.67,,3.0,cont-3befb997277e,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,True,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62882.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:44:04.225589+00:00,3.0,POST_AI,20.67,,3.0,c604c-abf576ff64e0,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,True,WOULD_BLOCK_WEAK_SETUP_LOW_EDGE_1.0_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62882.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:44:04.690560+00:00,3.0,POST_AI,20.67,,3.0,c604c-abf576ff64e0,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,True,AI_COOLDOWN_157s,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,NO_SIGNAL,62882.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:44:06.734231+00:00,3.0,PIPELINE,20.67,,3.0,513852c2-f754-4ca3-b97b-18ed8b19f1ca,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,False,AI_COOLDOWN_126s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_126s,BULLISH,bitfinex,WAIT,62891.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:44:37.128803+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,0.4,
AI_EVALUATED,,False,AI_COOLDOWN_95s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_95s,BULLISH,bitfinex,WAIT,62891.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:45:08.026724+00:00,3.0,EDGE,20.67,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,0.4,
,,True,PERIODIC_RESEARCH_AI,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,TRIGGER,62843.0,0.09,BEARISH_STRUCTURE,,BEAR,False,tBTCF0:USTF0,2026-06-24T12:47:08.892635+00:00,3.0,EDGE,21.38,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.1,
,,True,DEEPSEEK_RESPONSE,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,API_OK,62836.0,0.09,BEARISH_STRUCTURE,,BEAR,False,tBTCF0:USTF0,2026-06-24T12:47:15.183814+00:00,3.0,AI,21.38,,3.0,scan-0bba600d239e,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,6154,1.1,
AI_EVALUATED,,True,AI_SCAN_MODEL,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,APPROVE,62836.0,0.09,BEARISH_STRUCTURE,False,BEAR,True,tBTCF0:USTF0,2026-06-24T12:47:15.211138+00:00,3.0,AI,21.38,,3.0,scan-0bba600d239e,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,AI_SCAN,6154,1.1,58
AI_EVALUATED,,True,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62836.0,0.09,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:47:15.375160+00:00,3.0,POST_AI,21.38,,3.0,cont-b752d30ffa85,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.1,
AI_EVALUATED,,True,WOULD_BLOCK_WEAK_SETUP_LOW_EDGE_1.1_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62836.0,0.09,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:47:15.422577+00:00,3.0,POST_AI,21.38,,3.0,cont-b752d30ffa85,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.1,
AI_EVALUATED,,False,AI_COOLDOWN_143s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_143s,BULLISH,bitfinex,WAIT,62848.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:47:45.611532+00:00,3.0,EDGE,21.38,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,0.4,
AI_EVALUATED,,False,AI_COOLDOWN_111s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_111s,BULLISH,bitfinex,WAIT,62858.0,0.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:48:17.537570+00:00,3.0,EDGE,21.38,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,0.4,
AI_EVALUATED,,False,AI_COOLDOWN_79s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_79s,BULLISH,bitfinex,WAIT,62847.0,0.05,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:48:49.825466+00:00,3.0,EDGE,21.38,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.0,
AI_EVALUATED,,False,AI_COOLDOWN_48s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_48s,BULLISH,bitfinex,WAIT,62823.0,0.86,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:49:20.380148+00:00,3.0,EDGE,21.38,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,1.8,
AI_EVALUATED,,False,AI_COOLDOWN_2s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_2s,BULLISH,bitfinex,WAIT,62823.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:50:06.948291+00:00,3.0,EDGE,21.38,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,False,AI_COOLDOWN_1s,v10.6-melbourne-unified-2026-06-24,RANGING,AI_COOLDOWN_1s,BULLISH,bitfinex,WAIT,62801.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:50:07.566910+00:00,3.0,EDGE,21.38,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,True,PERIODIC_RESEARCH_AI,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,TRIGGER,62775.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:50:38.269108+00:00,3.0,EDGE,21.27,3.0,3.0,,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,True,DEEPSEEK_RESPONSE,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,API_OK,62713.0,1.0,BEARISH_STRUCTURE,,BEAR,False,tBTCF0:USTF0,2026-06-24T12:50:44.997649+00:00,3.0,AI,21.27,,3.0,scan-cae8db45d7c3,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,6627,2.0,
AI_EVALUATED,,True,AI_SCAN_MODEL,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,APPROVE,62713.0,1.0,BEARISH_STRUCTURE,False,BEAR,True,tBTCF0:USTF0,2026-06-24T12:50:45.052871+00:00,3.0,AI,21.27,,3.0,scan-cae8db45d7c3,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,AI_SCAN,6627,2.0,62
AI_EVALUATED,,True,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62713.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:50:45.882008+00:00,3.0,POST_AI,21.27,,3.0,cont-1d050c5c0611,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,True,WOULD_BLOCK_GOLDEN_STACK_MOMENTUM_CHOP_1.00,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62713.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:50:46.155155+00:00,3.0,POST_AI,21.27,,3.0,cont-1d050c5c0611,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
AI_EVALUATED,,True,WOULD_BLOCK_PROFIT_GATE_EDGE_LT_3.0,v10.6-melbourne-unified-2026-06-24,RANGING,PERIODIC_RESEARCH_AI,BULLISH,bitfinex,WOULD_BLOCK,62713.0,1.0,BEARISH_STRUCTURE,,BEAR,True,tBTCF0:USTF0,2026-06-24T12:50:47.392093+00:00,3.0,POST_AI,21.27,,3.0,c604c-78584b78c808,BEARISH,BITFINEX_ZERO,,,v10.6-melbourne-unified-2026-06-24,,,2.0,
