ts,stage,outcome,reason,trade_id,edge_score,edge_threshold,effective_threshold,edge_trigger,edge_trigger_reason,price,regime,mtf_15m,mtf_1h,mtf_4h,structure_bias,adx,ai_gate_called,pipeline_outcome,momentum_pts,orderflow_pts,exchange,data_symbol,bot_version,fee_profile,analyzer_sync_id,x_effective_threshold,x_edge_threshold_max
2026-06-24T12:11:46.827765+00:00,EDGE,WAIT,AI_COOLDOWN_58s,,1.0,3.0,3.0,False,AI_COOLDOWN_58s,62934.0,UNKNOWN,BULLISH,RANGING,BEARISH,BEARISH_STRUCTURE,19.08,False,AI_EVALUATED,0.0,,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24,3.0,
