ts,bull_score,bear_score,velocity,delta,volume_ratio,weaken_signals,trend_state,base_state,structure_score,mtf_agreement
2026-06-23T10:11:04.620762+00:00,3,8,4.160586389744639e-05,-11.842684072999761,0.028716253333913942,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:11:35.068184+00:00,3,8,-0.00014397696368581027,-11.727443079999766,0.11105827989721093,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:12:05.897902+00:00,3,8,1.601996441249058e-06,-11.777232425999761,0.1108146829257554,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:12:36.887613+00:00,3,8,-3.2008706368132134e-05,-11.727568099999758,0.02935267759322439,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:13:07.174496+00:00,3,8,-3.039851579966014e-05,-11.728655581999764,0.02935267759322439,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:13:37.928561+00:00,3,8,0.0,-11.731568099999748,0.03821018919171458,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:14:08.072415+00:00,3,8,-4.479761966485636e-05,-11.727555597999759,0.03821018919171458,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:14:38.985213+00:00,3,8,4.801382798245895e-05,-11.779540339999755,0.4570828129765242,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:15:09.151591+00:00,3,8,3.2009987093432463e-06,-11.742077003999754,0.4570828129765242,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:15:39.315431+00:00,3,8,-6.401536368728495e-05,-11.804112259999755,0.46182532516991703,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:16:14.989902+00:00,3,8,0.00024010372480911754,-11.376773079999765,6.426598818197728,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:16:45.043408+00:00,3,8,6.403996093562383e-05,-11.392209079999752,0.027409976851123334,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:17:16.031177+00:00,3,8,0.0,-11.411884279999747,0.38391982017575615,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:17:46.598705+00:00,3,8,-1.601127193544255e-05,-11.410791119999743,0.03937888751823233,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:33:38.231311+00:00,3,8,0.0,0.00047869,1.0,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:34:09.110229+00:00,3,8,0.0,0.00047869,1.0,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:34:39.825230+00:00,3,8,0.0002086108124588796,-0.0012770800000000003,1.0048995868456498,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:35:10.553384+00:00,3,8,-2.2446112872970334e-05,-0.0007838760000000002,1.0048995868456498,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:35:41.954547+00:00,3,8,-3.208367422237195e-05,-0.01396378,12.329709898683175,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:36:12.272579+00:00,3,8,0.0,0.08052428,0.2729452131089832,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:36:43.424993+00:00,3,8,8.018603159329644e-05,-2.09977185,13.753243526444468,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:37:13.638246+00:00,3,8,-4.166881615846035e-05,-1.3473733200000002,13.753243526444468,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:37:44.135602+00:00,3,8,-4.166881615846035e-05,-1.3473733200000002,13.753243526444468,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:38:14.432369+00:00,3,8,-0.00044900577293136625,-2.09997872,0.004471089460493841,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:38:44.536321+00:00,3,8,0.00012835734685364054,-2.11188211,0.0009123557462743061,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:39:15.216199+00:00,3,8,-5.771445000011166e-05,-1.7380234970000004,0.0009123557462743061,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:39:45.612780+00:00,3,8,1.6042094455852157e-05,-2.13675193,0.26215570706163444,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:40:16.702628+00:00,3,8,-8.021819348628268e-05,-2.1491146,0.001999818980319972,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:40:47.710661+00:00,3,8,-4.8106834027473423e-05,-2.12574716,0.2651063962346091,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:41:18.556388+00:00,3,8,-4.8106834027473423e-05,-2.12574716,0.2651063962346091,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:41:49.398541+00:00,3,8,-7.7018737511944e-05,-2.21046242,0.0008566496484504733,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:42:19.523739+00:00,3,8,-1.6056518946692357e-05,-1.3818753499999992,1.1712353856583932,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:42:50.494729+00:00,3,8,-3.211149086526574e-06,-1.460252447999999,0.3112963735771305,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:43:20.705313+00:00,3,8,3.211613193306998e-05,-1.334155269999999,0.33987295454366206,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:43:52.275798+00:00,3,8,-0.00016055229991169623,-1.2794059299999996,0.020224909408934257,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:44:25.985166+00:00,3,8,-2.0867647717870562e-05,-1.2544783569999995,0.49398777543825473,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:44:56.677402+00:00,3,8,1.7667198987549086e-05,-1.2251834359999996,0.48553347763511967,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:45:27.155423+00:00,3,8,5.298746599538964e-05,-1.2470370329999991,0.02248954409636137,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:45:57.469864+00:00,3,8,-1.5966585434138603e-06,-1.289763681999999,0.9232650527640369,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:46:27.630484+00:00,3,8,-8.022202190984106e-06,-1.3796946829999985,8.598221627480383,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:46:58.488344+00:00,3,8,3.0504988846044162e-05,-1.1703834279999985,0.04100687560643019,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:47:29.092155+00:00,3,8,3.0504988846044162e-05,-1.1703834279999985,0.04100687560643019,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:47:59.137255+00:00,3,8,-6.420545746388443e-05,-1.0253969199999984,0.5209556096584921,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:48:29.722385+00:00,3,8,-0.00016046470578796193,-0.9422075899999987,0.021766678953630828,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:49:00.401114+00:00,3,8,9.624330307016137e-05,-0.9523134699999987,0.04725239245478333,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:49:30.779483+00:00,3,8,-0.000272698107154315,-0.9528721599999983,0.001981136038678274,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:50:01.786279+00:00,3,8,-6.4181762752114e-05,-0.9548721599999981,0.051915969766589645,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:50:32.695341+00:00,3,8,0.0,-0.9552819899999978,5.391624762240132e-07,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:51:03.462713+00:00,3,8,3.210582078530838e-05,-0.9797853599999975,0.6637410624772997,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:51:34.147423+00:00,3,8,-0.0001444576418092517,-1.0041003599999974,0.0021672162980040303,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:52:05.587236+00:00,3,8,-4.17235268441508e-05,-0.9796661079999975,0.0021672162980040303,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:52:36.270951+00:00,3,8,-0.0001444785128345079,-1.0061003599999971,0.05560023281374286,1,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:53:06.545958+00:00,3,8,0.00017655367231638418,2.3529484800000033,0.005883295704705529,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:53:37.635806+00:00,3,8,-3.207571748331736e-05,2.157551673000003,0.005883295704705529,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:54:08.063921+00:00,3,8,8.023750300890636e-05,2.3709627300000036,0.4376121382015439,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:54:38.591364+00:00,3,8,2.0869211437332953e-05,2.598657294000003,1.0916364814575634,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:55:09.803465+00:00,3,8,-8.664041490310376e-05,2.5597722500000026,0.0016948366310532339,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:55:40.947845+00:00,3,8,-4.331864528385366e-05,2.4949254160000023,0.20964456211104474,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:56:11.797462+00:00,3,8,2.40866536263099e-05,2.435920571000002,0.2161890802804154,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T10:56:42.157683+00:00,3,8,0.0,2.4082159600000024,0.2442192172299646,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
