ts,trade_id,decision,reason,skip_stage,ai_win_prob,ai_threshold,ai_decision_text,edge_score,edge_threshold,effective_threshold,invert_signal,early_fail_enabled,experiment_tag,features_price,features_ema9,features_delta,controls_edge,final_direction,ai_error,ai_source,edge_trigger_reason,exchange,data_symbol,bot_version,fee_profile,analyzer_sync_id,research_lane,research_model
2026-06-23T14:44:04.216382+00:00,cont-19b847284c11,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62622.0,62506.613649,2.700297,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:44:04.248040+00:00,7484f102-6c15-4cf0-9eb2-be0dc3c8a644,AI,APPROVE,AI,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62622.0,62506.613649,2.700297,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T14:44:04.334405+00:00,c65c-52e4a2790d38,AI,APPROVE,AI,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62622.0,62506.613649,2.700297,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:44:04.873487+00:00,c65c-52e4a2790d38,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62622.0,62506.613649,2.700297,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:44:04.905769+00:00,c65c-52e4a2790d38,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62622.0,62506.613649,2.700297,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:47:12.293255+00:00,cont-16f814fce739,AI,APPROVE,AI,68,44.0,APPROVE,4.2,3.0,3.0,False,True,INV_False_EF_True,62536.0,62509.810919,2.638966,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:47:13.940984+00:00,cont-16f814fce739,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,4.2,3.0,3.0,False,True,INV_False_EF_True,62536.0,62509.810919,2.638966,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:47:14.011344+00:00,cont-16f814fce739,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,68,44.0,APPROVE,4.2,3.0,3.0,False,True,INV_False_EF_True,62536.0,62509.810919,2.638966,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:47:14.059871+00:00,e4c2c6ca-06eb-4876-b4d1-35e332c47bd0,AI,APPROVE,AI,68,44.0,APPROVE,4.2,3.0,3.0,False,True,INV_False_EF_True,62536.0,62509.810919,2.638966,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T14:47:14.342332+00:00,c65c-02e7dcc27bfd,AI,APPROVE,AI,68,44.0,APPROVE,4.2,3.0,3.0,False,True,INV_False_EF_True,62536.0,62509.810919,2.638966,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:47:16.274218+00:00,c65c-02e7dcc27bfd,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,4.2,3.0,3.0,False,True,INV_False_EF_True,62536.0,62509.810919,2.638966,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:47:16.424793+00:00,c65c-02e7dcc27bfd,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,68,44.0,APPROVE,4.2,3.0,3.0,False,True,INV_False_EF_True,62536.0,62509.810919,2.638966,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:50:25.950513+00:00,cont-cb970d5ee890,AI,APPROVE,AI,68,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62549.0,62515.610919,1.821163,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:50:27.134759+00:00,cont-cb970d5ee890,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62549.0,62515.610919,1.821163,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:50:27.178561+00:00,cont-cb970d5ee890,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,68,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62549.0,62515.610919,1.821163,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:50:27.293932+00:00,71a4cd31-123e-4829-9836-ded5092a913d,AI,APPROVE,AI,68,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62549.0,62515.610919,1.821163,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T14:50:28.157180+00:00,c65c-20be80e513d9,AI,APPROVE,AI,68,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62549.0,62515.610919,1.821163,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:50:29.501389+00:00,c65c-20be80e513d9,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62549.0,62515.610919,1.821163,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:50:29.561313+00:00,c65c-20be80e513d9,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,68,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62549.0,62515.610919,1.821163,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:53:37.680643+00:00,cont-d4f582453a83,AI,APPROVE,AI,72,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62556.0,62514.010919,1.415052,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:53:38.798372+00:00,cont-d4f582453a83,COMPLETE,COMPLETE,COMPLETE,72,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62556.0,62514.010919,1.415052,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:53:38.832425+00:00,6a6e8438-21d9-4031-a17c-6e95ff6dc87b,AI,APPROVE,AI,72,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62556.0,62514.010919,1.415052,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T14:53:38.925951+00:00,c65c-84abf732ee90,AI,APPROVE,AI,72,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62556.0,62514.010919,1.415052,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:53:39.933024+00:00,c65c-84abf732ee90,COMPLETE,COMPLETE,COMPLETE,72,44.0,APPROVE,4.1,3.0,3.0,False,True,INV_False_EF_True,62556.0,62514.010919,1.415052,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:56:46.124147+00:00,cont-5636d893776e,AI,APPROVE,AI,62,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62519.0,62498.810919,1.415864,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:56:46.984987+00:00,cont-5636d893776e,COMPLETE,COMPLETE,COMPLETE,62,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62519.0,62498.810919,1.415864,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:56:47.006606+00:00,cont-5636d893776e,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,62,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62519.0,62498.810919,1.415864,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:56:47.035290+00:00,82b6c605-2dc1-44d9-8301-9d79ee80abe1,AI,APPROVE,AI,62,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62519.0,62498.810919,1.415864,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T14:59:55.650337+00:00,cont-74311cdbdf6b,AI,APPROVE,AI,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62538.0,62512.410919,-20.367101,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:59:56.482388+00:00,cont-74311cdbdf6b,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62538.0,62512.410919,-20.367101,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T14:59:56.577411+00:00,6d05c42b-2cd4-4ea6-8755-722b060a0494,AI,APPROVE,AI,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62538.0,62512.410919,-20.367101,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T14:59:56.672095+00:00,c65c-01007d8a5e16,AI,APPROVE,AI,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62538.0,62512.410919,-20.367101,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T14:59:57.557186+00:00,c65c-01007d8a5e16,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,3.7,3.0,3.0,False,True,INV_False_EF_True,62538.0,62512.410919,-20.367101,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T15:03:05.290358+00:00,cont-10a69690ffbb,AI,APPROVE,AI,62,44.0,APPROVE,4.5,3.0,3.0,False,True,INV_False_EF_True,62494.0,62503.648736,-20.902358,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:03:06.078958+00:00,cont-10a69690ffbb,COMPLETE,COMPLETE,COMPLETE,62,44.0,APPROVE,4.5,3.0,3.0,False,True,INV_False_EF_True,62494.0,62503.648736,-20.902358,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:03:06.138806+00:00,cont-10a69690ffbb,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,62,44.0,APPROVE,4.5,3.0,3.0,False,True,INV_False_EF_True,62494.0,62503.648736,-20.902358,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:03:06.192501+00:00,cbb1137d-87ac-4d83-a76b-20ee17336e3e,AI,APPROVE,AI,62,44.0,APPROVE,4.5,3.0,3.0,False,True,INV_False_EF_True,62494.0,62503.648736,-20.902358,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T15:06:16.174071+00:00,cont-5fc354241ce9,AI,APPROVE,AI,68,44.0,APPROVE,4.7,3.0,3.0,False,True,INV_False_EF_True,62500.0,62512.848736,-21.18546,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:06:17.114725+00:00,cont-5fc354241ce9,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,4.7,3.0,3.0,False,True,INV_False_EF_True,62500.0,62512.848736,-21.18546,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:06:17.160258+00:00,cont-5fc354241ce9,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,68,44.0,APPROVE,4.7,3.0,3.0,False,True,INV_False_EF_True,62500.0,62512.848736,-21.18546,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:06:17.188905+00:00,0de2db73-9321-42ec-a0d8-20f93b448ac0,AI,APPROVE,AI,68,44.0,APPROVE,4.7,3.0,3.0,False,True,INV_False_EF_True,62500.0,62512.848736,-21.18546,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T15:06:17.292179+00:00,c65c-8897d4425c90,AI,APPROVE,AI,68,44.0,APPROVE,4.7,3.0,3.0,False,True,INV_False_EF_True,62500.0,62512.848736,-21.18546,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T15:06:18.303822+00:00,c65c-8897d4425c90,COMPLETE,COMPLETE,COMPLETE,68,44.0,APPROVE,4.7,3.0,3.0,False,True,INV_False_EF_True,62500.0,62512.848736,-21.18546,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T15:06:18.353304+00:00,c65c-8897d4425c90,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,68,44.0,APPROVE,4.7,3.0,3.0,False,True,INV_False_EF_True,62500.0,62512.848736,-21.18546,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T15:09:31.519525+00:00,cont-141efd38fe53,AI,APPROVE,AI,62,44.0,APPROVE,3.5,3.0,3.0,False,True,INV_False_EF_True,,,-24.595572,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:09:34.055858+00:00,cont-141efd38fe53,COMPLETE,COMPLETE,COMPLETE,62,44.0,APPROVE,3.5,3.0,3.0,False,True,INV_False_EF_True,,,-24.595572,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:09:34.096787+00:00,cont-141efd38fe53,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,62,44.0,APPROVE,3.5,3.0,3.0,False,True,INV_False_EF_True,,,-24.595572,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:09:34.158700+00:00,bbc835d5-c4e9-4c82-8218-9e9059636d24,AI,APPROVE,AI,62,44.0,APPROVE,3.5,3.0,3.0,False,True,INV_False_EF_True,,,-24.609572,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T15:12:40.013922+00:00,cont-538f2ad075c1,AI,APPROVE,AI,72,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62388.0,62483.448736,-23.942774,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:12:41.193984+00:00,cont-538f2ad075c1,COMPLETE,COMPLETE,COMPLETE,72,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62388.0,62483.448736,-23.942774,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:12:41.229243+00:00,cont-538f2ad075c1,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,72,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62388.0,62483.448736,-23.942774,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
2026-06-23T15:12:41.267977+00:00,d8a589f4-7d48-4e73-807d-b981e2f47b1e,AI,APPROVE,AI,72,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,,,-23.946078,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,AI_SCAN,AI Scan (no orders)
2026-06-23T15:12:41.377018+00:00,c65c-7a67b69b31d8,AI,APPROVE,AI,72,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62392.0,62483.448736,-23.946627,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T15:12:42.633489+00:00,c65c-7a67b69b31d8,COMPLETE,COMPLETE,COMPLETE,72,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62392.0,62483.448736,-23.946627,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T15:12:42.721706+00:00,c65c-7a67b69b31d8,PIPELINE_WARNING,PIPELINE_WARNING,PIPELINE_WARNING,72,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62392.0,62483.448736,-23.946627,3.0,SHORT,False,SPAWN,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,COMBO_65_SP5_CHASE_3PLUS,AI65+ · Spread5+ · Chase 3+
2026-06-23T15:15:53.335388+00:00,cont-582988c15653,AI,APPROVE,AI,68,44.0,APPROVE,5.1,3.0,3.0,False,True,INV_False_EF_True,62371.0,62464.478988,-22.963278,3.0,,False,,PERIODIC_RESEARCH_AI,bitfinex,tBTCF0:USTF0,v10.3-dashboard-ultimate-gate-2026-06-23,BITFINEX_ZERO,v10.3-dashboard-ultimate-gate-2026-06-23,CONTINUOUS,Continuous AI Research
